place_id,name,link,main_category,categories,rating,reviews,address,coordinatex,coordinatey,webpage
ChIJDxVYR0WLGGARVrfI38KyHZE,Hacienda del cielo MODERN MEXICANO,https://www.google.com/maps/place/Hacienda+del+cielo+MODERN+MEXICANO/data=!4m7!3m6!1s0x60188b454758150f:0x911db2c2dfc8b756!8m2!3d35.6504276!4d139.7025852!16s%2Fg%2F1wyc49wb!19sChIJDxVYR0WLGGARVrfI38KyHZE?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , ba, resutoran, takosu resutoran, tetsukusumetsukusuLiao Li Dian (amerika)",4.2,2559.0,〒150-0033 東京都渋谷区猿楽町１０−１ 9F,35.6504276,139.7025852,http://modern-mexicano.jp/hacienda/
ChIJf5ULvqmMGGARGFULU9fYTaM,タコベル 渋谷道玄坂店,https://www.google.com/maps/place/%E3%82%BF%E3%82%B3%E3%83%99%E3%83%AB+%E6%B8%8B%E8%B0%B7%E9%81%93%E7%8E%84%E5%9D%82%E5%BA%97/data=!4m7!3m6!1s0x60188ca9be0b957f:0xa34dd8d7530b5518!8m2!3d35.6599248!4d139.6976752!16s%2Fg%2F11b7jftrn7!19sChIJf5ULvqmMGGARGFULU9fYTaM?authuser=0&hl=ja&rclk=1,takosu resutoran,"takosu resutoran, huasuto hudoDian ",3.9,1746.0,〒150-0043 東京都渋谷区道玄坂２丁目２５−１４,35.6599248,139.6976752,http://tacobell.co.jp/
ChIJUd36uqSMGGARIkBBHqsDtdQ,チレス原宿,https://www.google.com/maps/place/%E3%83%81%E3%83%AC%E3%82%B9%E5%8E%9F%E5%AE%BF/data=!4m7!3m6!1s0x60188ca4bafadd51:0xd4b503ab1e414022!8m2!3d35.6703765!4d139.705599!16s%2Fg%2F12hvlrbfr!19sChIJUd36uqSMGGARIkBBHqsDtdQ?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , ba, burito resutoran",4.5,1163.0,〒150-0001 東京都渋谷区神宮前１丁目８−２４ ＯＺ原宿ビル,35.6703765,139.705599,https://www.chiles-grill.com/
ChIJa8wOYOGHGGARI9QsEhBQpY0,エルトリート 西葛西店,https://www.google.com/maps/place/%E3%82%A8%E3%83%AB%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88+%E8%A5%BF%E8%91%9B%E8%A5%BF%E5%BA%97/data=!4m7!3m6!1s0x601887e1600ecc6b:0x8da55010122cd423!8m2!3d35.6632363!4d139.8585645!16s%2Fg%2F1vg6tqkf!19sChIJa8wOYOGHGGARI9QsEhBQpY0?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.0,1130.0,〒134-0088 東京都江戸川区西葛西６丁目１０−１５,35.6632363,139.8585645,http://www.eltorito.jp/
ChIJz5fYlFqKGGARs_mfvMcvaD8,el caliente modern mexicano,https://www.google.com/maps/place/el+caliente+modern+mexicano/data=!4m7!3m6!1s0x60188a5a94d897cf:0x3f682fc7bc9ff9b3!8m2!3d35.6291652!4d139.7405423!16s%2Fg%2F12qfrvs5q!19sChIJz5fYlFqKGGARs_mfvMcvaD8?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , ba, resutoran, takosu resutoran, tetsukusumetsukusuLiao Li Dian (amerika)",4.0,1117.0,〒108-0075 東京都港区港南２丁目１８−１ アトレ品川 4F,35.6291652,139.7405423,https://www.huge.co.jp/restaurant/modern-mexicano/elcaliente
ChIJa3cs7aiMGGARsspkNHF6Mx4,TEXMEX FACTORY 渋谷公園通り店,https://www.google.com/maps/place/TEXMEX+FACTORY+%E6%B8%8B%E8%B0%B7%E5%85%AC%E5%9C%92%E9%80%9A%E3%82%8A%E5%BA%97/data=!4m7!3m6!1s0x60188ca8ed2c776b:0x1e337a713464cab2!8m2!3d35.6624737!4d139.6998545!16s%2Fg%2F11c1lk4mct!19sChIJa3cs7aiMGGARsspkNHF6Mx4?authuser=0&hl=ja&rclk=1,tetsukusumetsukusuLiao Li Dian (amerika),"tetsukusumetsukusuLiao Li Dian (amerika), biyutsuhue resutoran, mekishikoLiao Li Dian ",3.9,1067.0,〒150-0041 東京都渋谷区神南１丁目１９−３ ハイマンテン神南ビル 2F,35.6624737,139.6998545,https://tabelog.com/tokyo/A1303/A130301/13199134/party/
ChIJq6pq__qLGGARUZaiUxL-guc,MUCHO MODERN MEXICANO,https://www.google.com/maps/place/MUCHO+MODERN+MEXICANO/data=!4m7!3m6!1s0x60188bfaff6aaaab:0xe782fe1253a29651!8m2!3d35.6781367!4d139.7646834!16s%2Fg%2F1v3_2p6l!19sChIJq6pq__qLGGARUZaiUxL-guc?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , ba, resutoran",4.1,1034.0,"〒100-6402 東京都千代田区丸の内２丁目７−３, TOKIA, 2F 東京ビル",35.6781367,139.7646834,https://www.huge.co.jp/restaurant/modern-mexicano/mucho
ChIJ3aCa8ryMGGARvGXHKUjrxc0,フォンダ・デ・ラ・マドゥルガーダ,https://www.google.com/maps/place/%E3%83%95%E3%82%A9%E3%83%B3%E3%83%80%E3%83%BB%E3%83%87%E3%83%BB%E3%83%A9%E3%83%BB%E3%83%9E%E3%83%89%E3%82%A5%E3%83%AB%E3%82%AC%E3%83%BC%E3%83%80/data=!4m7!3m6!1s0x60188cbcf29aa0dd:0xcdc5eb4829c765bc!8m2!3d35.6735078!4d139.7080905!16s%2Fg%2F11txfrtrgf!19sChIJ3aCa8ryMGGARvGXHKUjrxc0?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,3.4,859.0,〒150-0001 東京都渋谷区神宮前２丁目３３−１２ ビラ・ビアンカ B1,35.6735078,139.7080905,https://fonda-tokyo.com/
ChIJleoxgaiMGGARvQKWC2UTFhE,Guzman y Gomez - Shibuya,https://www.google.com/maps/place/Guzman+y+Gomez+-+Shibuya/data=!4m7!3m6!1s0x60188ca88131ea95:0x111613650b9602bd!8m2!3d35.662318!4d139.7010072!16s%2Fg%2F11f2b64889!19sChIJleoxgaiMGGARvQKWC2UTFhE?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , huasuto hudoDian , Zhai Pei /Chu Qian , teikuauto",4.0,841.0,〒150-0041 東京都渋谷区神南１丁目１１−３ 第二大外ビル 1階,35.662318,139.7010072,https://tabelog.com/tokyo/A1303/A130301/13213810/dtlmenu/
ChIJhVqPOsxPGGARDixBBbPC8uI,HOME taco bar,https://www.google.com/maps/place/HOME+taco+bar/data=!4m7!3m6!1s0x60184fcc3a8f5a85:0xe2f2c2b305412c0e!8m2!3d35.3076198!4d139.4937805!16s%2Fg%2F11ftsdx2zh!19sChIJhVqPOsxPGGARDixBBbPC8uI?authuser=0&hl=ja&rclk=1,tetsukusumetsukusuLiao Li Dian (amerika),"tetsukusumetsukusuLiao Li Dian (amerika), amerikaLiao Li Dian , ba, mekishikoLiao Li Dian ",4.8,821.0,〒248-0033 神奈川県鎌倉市腰越２丁目１０−２５−２０２,35.3076198,139.4937805,https://home-taco-bar.jimdofree.com/
ChIJCfSEKqWMGGARR4G1S_6p1-I,LAS DOS CARAS MODERN MEXICANO Y TACOS,https://www.google.com/maps/place/LAS+DOS+CARAS+MODERN+MEXICANO+Y+TACOS/data=!4m7!3m6!1s0x60188ca52a84f409:0xe2d7a9fe4bb58147!8m2!3d35.6700793!4d139.7037585!16s%2Fg%2F11cjgfytmh!19sChIJCfSEKqWMGGARR4G1S_6p1-I?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , ba, resutoran",4.0,779.0,〒150-0001 東京都渋谷区神宮前１丁目１０−３７ CASCADE HARAJUKU１F B１,35.6700793,139.7037585,https://www.huge.co.jp/restaurant/modern-mexicano/lasdoscaras
ChIJfyOEUkqLGGARzdnIjA_mYoE,ジャンカデリック,https://www.google.com/maps/place/%E3%82%B8%E3%83%A3%E3%83%B3%E3%82%AB%E3%83%87%E3%83%AA%E3%83%83%E3%82%AF/data=!4m7!3m6!1s0x60188b4a5284237f:0x8162e60f8cc8d9cd!8m2!3d35.6410192!4d139.6943407!16s%2Fg%2F1tf6rsqs!19sChIJfyOEUkqLGGARzdnIjA_mYoE?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , resutoran",4.2,656.0,〒153-0051 東京都目黒区上目黒４丁目１０−４,35.6410192,139.6943407,http://junkadelic.jp/
ChIJ01AAF2-NGGARMEMR87_nTas,エルトリート 池袋西口店,https://www.google.com/maps/place/%E3%82%A8%E3%83%AB%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88+%E6%B1%A0%E8%A2%8B%E8%A5%BF%E5%8F%A3%E5%BA%97/data=!4m7!3m6!1s0x60188d6f170050d3:0xab4de7bff3114330!8m2!3d35.7296055!4d139.7090231!16s%2Fg%2F1tjdwxff!19sChIJ01AAF2-NGGARMEMR87_nTas?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,3.9,655.0,〒171-0021 東京都豊島区西池袋１丁目１０−１０ 東武アネックススパイスビル 3F,35.7296055,139.7090231,https://maps.zensho.co.jp/jp/detail/3907.html
ChIJS_vnYayOGGAR2oVgoIZXK90,北出食堂,https://www.google.com/maps/place/%E5%8C%97%E5%87%BA%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x60188eac61e7fb4b:0xdd2b5786a06085da!8m2!3d35.6935201!4d139.7791173!16s%2Fg%2F1pwfbvfjc!19sChIJS_vnYayOGGAR2oVgoIZXK90?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , ba&guriru, modanJu Jiu Wu resutoran",4.1,556.0,〒101-0032 東京都千代田区岩本町１丁目１３−５ Trust Value 岩本町,35.6935201,139.7791173,https://www.kitadeshokudo.com/pages/shokudo
ChIJ2XRaORGMGGARr46tS5SgYE0,モバイルデバイスに送信,https://www.google.com/maps/place/%E3%82%BF%E3%82%B3%E3%83%99%E3%83%AB+%E7%A5%9E%E4%BF%9D%E7%94%BA%E5%BA%97/data=!4m7!3m6!1s0x60188c11395a74d9:0x4d60a0944bad8eaf!8m2!3d35.6961484!4d139.7591297!16s%2Fg%2F11ggkzh0ky!19sChIJ2XRaORGMGGARr46tS5SgYE0?authuser=0&hl=ja&rclk=1,takosu resutoran,takosu resutoran,3.6,531.0,,35.6961484,139.7591297,http://tacobell.co.jp/
ChIJk-gA2g99GGARSrZ4773aQlc,Guzman y Gomez - Ikspiari,https://www.google.com/maps/place/Guzman+y+Gomez+-+Ikspiari/data=!4m7!3m6!1s0x60187d0fda00e893:0x5742dabdef78b64a!8m2!3d35.6337415!4d139.885864!16s%2Fg%2F11c1qcbm8v!19sChIJk-gA2g99GGARSrZ4773aQlc?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , huasuto hudoDian , Zhai Pei /Chu Qian , teikuauto",3.6,488.0,〒279-0031 千葉県浦安市舞浜1−4−イクスピアリ 2F シアター・フロント,35.6337415,139.885864,https://tabelog.com/chiba/A1202/A120203/12039801/
ChIJVWyFRm2LGGAR7w1oKqTaBps,ラ・ホイヤ,https://www.google.com/maps/place/%E3%83%A9%E3%83%BB%E3%83%9B%E3%82%A4%E3%83%A4/data=!4m7!3m6!1s0x60188b6d46856c55:0x9b06daa42a680def!8m2!3d35.6500752!4d139.7208022!16s%2Fg%2F1tm29nqp!19sChIJVWyFRm2LGGAR7w1oKqTaBps?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , teikuauto",4.4,475.0,〒150-0012 東京都渋谷区広尾５丁目１６−３ 小安ビル 2F,35.6500752,139.7208022,https://www.hotpepper.jp/strJ000141193/yoyaku/?vos=othpporgzzzzx00000001
ChIJPT12Y5-LGGARiv-Y9wQT1Tk,FRIJOLES フリホーレス 麻布十番店 AZABU-JUBAN,https://www.google.com/maps/place/FRIJOLES+%E3%83%95%E3%83%AA%E3%83%9B%E3%83%BC%E3%83%AC%E3%82%B9+%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E5%BA%97+AZABU-JUBAN/data=!4m7!3m6!1s0x60188b9f63763d3d:0x39d51304f798ff8a!8m2!3d35.6555838!4d139.7354587!16s%2Fg%2F1tfqlcky!19sChIJPT12Y5-LGGARiv-Y9wQT1Tk?authuser=0&hl=ja&rclk=1,tetsukusumetsukusuLiao Li Dian (amerika),"tetsukusumetsukusuLiao Li Dian (amerika), burito resutoran, mekishikoLiao Li Dian , sarada shiyotsupu, takosu resutoran",4.1,456.0,〒106-0045 東京都港区麻布十番２丁目３−５ 羽田ビル １階,35.6555838,139.7354587,https://frijoles.jp/menu.html
ChIJU1XhtUCLGGAReFo8n3G_uIU,Taco Fanático NAKAMEGURO タコ ファナティコ 中目黒,https://www.google.com/maps/place/Taco+Fan%C3%A1tico+NAKAMEGURO+%E3%82%BF%E3%82%B3+%E3%83%95%E3%82%A1%E3%83%8A%E3%83%86%E3%82%A3%E3%82%B3+%E4%B8%AD%E7%9B%AE%E9%BB%92/data=!4m7!3m6!1s0x60188b40b5e15553:0x85b8bf719f3c5a78!8m2!3d35.6447262!4d139.7003336!16s%2Fg%2F11gvy16rxy!19sChIJU1XhtUCLGGAReFo8n3G_uIU?authuser=0&hl=ja&rclk=1,takosu resutoran,"takosu resutoran, ba, mekishikoLiao Li Dian ",3.9,421.0,〒153-0051 東京都目黒区上目黒１丁目５−１０ 中目黒マンション1F,35.6447262,139.7003336,https://tabelog.com/tokyo/A1317/A131701/13227083/?cid=google_yoyaku
ChIJp1ycgamMGGARy2PY-G0pjAo,カサデサラサ,https://www.google.com/maps/place/%E6%B8%8B%E8%B0%B7%E3%83%A1%E3%82%AD%E3%82%B7%E3%82%AB%E3%83%B3+%E3%82%AB%E3%82%B5%E3%83%87%E3%82%B5%E3%83%A9%E3%82%B5/data=!4m7!3m6!1s0x60188ca9819c5ca7:0xa8c296df8d863cb!8m2!3d35.660224!4d139.696557!16s%2Fg%2F11g7z0ll7q!19sChIJp1ycgamMGGARy2PY-G0pjAo?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , resutoran",4.3,401.0,〒150-0043 東京都渋谷区道玄坂２丁目２５−５ 島田ビル 2F,35.660224,139.696557,https://yoyaku.toreta.in/casadesarasa/
ChIJ0Uj00XKLGGAR0hD7X8ZzKSQ,サルシータ,https://www.google.com/maps/place/%E3%82%B5%E3%83%AB%E3%82%B7%E3%83%BC%E3%82%BF/data=!4m7!3m6!1s0x60188b72d1f448d1:0x242973c65ffb10d2!8m2!3d35.6510263!4d139.723645!16s%2Fg%2F1trtv9cp!19sChIJ0Uj00XKLGGAR0hD7X8ZzKSQ?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.1,400.0,〒106-0047 東京都港区南麻布４丁目５−６５ 広尾アーバン,35.6510263,139.723645,https://business.google.com/create?fp=2605741155261550802&hl=ja&authuser=0&gmbsrc=jp-ja-et-ip-z-gmb-s-z-l
ChIJr6Lcp8WLGGARc2jAcSzlV6E,Modern Mexican CABOS,https://www.google.com/maps/place/Modern+Mexican+CABOS/data=!4m7!3m6!1s0x60188bc5a7dca2af:0xa157e52c71c06873!8m2!3d35.6489219!4d139.7466411!16s%2Fg%2F11h7rkwbhg!19sChIJr6Lcp8WLGGARc2jAcSzlV6E?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.3,361.0,〒108-0014 東京都港区芝５丁目９−８ Gems田町 １Ｆ,35.6489219,139.7466411,https://cabos.shop/
ChIJm7BR4GP1GGARDJfa9aHwqsI,ロス・タコス・アスーレス,https://www.google.com/maps/place/%E3%83%AD%E3%82%B9%E3%83%BB%E3%82%BF%E3%82%B3%E3%82%B9%E3%83%BB%E3%82%A2%E3%82%B9%E3%83%BC%E3%83%AC%E3%82%B9/data=!4m7!3m6!1s0x6018f563e051b09b:0xc2aaf0a1f5da970c!8m2!3d35.6383451!4d139.6681172!16s%2Fg%2F11f9ylts0g!19sChIJm7BR4GP1GGARDJfa9aHwqsI?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.4,352.0,〒154-0011 東京都世田谷区上馬１丁目１７−９,35.6383451,139.6681172,https://www.lostacosazules.jp/menu
ChIJ46VZoyXnAGARfPNt7P6QQmY,TAQUERIA LA FONDA (タケリア ラ フォンダ),https://www.google.com/maps/place/TAQUERIA+LA+FONDA+%28%E3%82%BF%E3%82%B1%E3%83%AA%E3%82%A2+%E3%83%A9+%E3%83%95%E3%82%A9%E3%83%B3%E3%83%80%29/data=!4m7!3m6!1s0x6000e725a359a5e3:0x664290feec6df37c!8m2!3d34.6840423!4d135.5143866!16s%2Fg%2F1q64chj2q!19sChIJ46VZoyXnAGARfPNt7P6QQmY?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.8,337.0,〒540-0025 大阪府大阪市中央区徳井町２丁目２−１４,34.6840423,135.5143866,https://www.instagram.com/buetacos
ChIJ6fwZSZgIAWARe4gFtzXm4Zk,ロティー チキンアンド ジャッキー タコス 烏丸高辻,https://www.google.com/maps/place/%E3%83%AD%E3%83%86%E3%82%A3%E3%83%BC+%E3%83%81%E3%82%AD%E3%83%B3%E3%82%A2%E3%83%B3%E3%83%89+%E3%82%B8%E3%83%A3%E3%83%83%E3%82%AD%E3%83%BC+%E3%82%BF%E3%82%B3%E3%82%B9+%E7%83%8F%E4%B8%B8%E9%AB%98%E8%BE%BB/data=!4m7!3m6!1s0x600108984919fce9:0x99e1e635b705887b!8m2!3d35.000432!4d135.760186!16s%2Fg%2F11b6xc37vn!19sChIJ6fwZSZgIAWARe4gFtzXm4Zk?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.2,335.0,〒600-8414 京都府京都市下京区 烏丸東入ル匂天神町642-3,35.000432,135.760186,http://rcjt.jp/file/menu.pdf
ChIJQ7qoR5qOGGARP1kjx--f49E,スリービータコス,https://www.google.com/maps/place/%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%93%E3%83%BC%E3%82%BF%E3%82%B3%E3%82%B9/data=!4m7!3m6!1s0x60188e9a47a8ba43:0xd1e39fefc723593f!8m2!3d35.7078216!4d139.7933885!16s%2Fg%2F11b7hj_58t!19sChIJQ7qoR5qOGGARP1kjx--f49E?authuser=0&hl=ja&rclk=1,takosu resutoran,"takosu resutoran, huasuto hudoDian , mekishikoLiao Li Dian , resutoran, tetsukusumetsukusuLiao Li Dian (amerika)",4.3,333.0,〒111-0042 東京都台東区寿３丁目１６−１４,35.7078216,139.7933885,https://business.google.com/create?fp=15124107825827240255&hl=ja&authuser=0&gmbsrc=jp-ja-et-ip-z-gmb-s-z-l
ChIJf5dRBqyLGGARy8cttMc1N34,北出TACOS,https://www.google.com/maps/place/%E5%8C%97%E5%87%BATACOS/data=!4m7!3m6!1s0x60188bac0651977f:0x7e3735c7b42dc7cb!8m2!3d35.6821825!4d139.7669572!16s%2Fg%2F11jxqb7s3h!19sChIJf5dRBqyLGGARy8cttMc1N34?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.2,327.0,〒100-0005 東京都千代田区丸の内１丁目９−１ JR 東京駅 グランスタ B1F,35.6821825,139.7669572,https://www.kitadeshokudo.com/pages/kitade-tacos
ChIJOVz54l9cGGARRGINc6zgLVo,AFRO TACOS,https://www.google.com/maps/place/AFRO+TACOS/data=!4m7!3m6!1s0x60185c5fe2f95c39:0x5a2de0ac730d6244!8m2!3d35.4483446!4d139.6300609!16s%2Fg%2F11dybr2sty!19sChIJOVz54l9cGGARRGINc6zgLVo?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , amerikaLiao Li Dian , ba, niyu amerikanLiao Li Dian , tetsukusumetsukusuLiao Li Dian (amerika)",4.0,284.0,〒231-0064 神奈川県横浜市中区野毛町２丁目７２−２,35.4483446,139.6300609,https://www.tablecheck.com/shops/afro-tacos/reserve?utm_source=google
ChIJ57x8vZXlGGARy8E96fvodK8,Tacos Mercado,https://www.google.com/maps/place/Tacos+Mercado/data=!4m7!3m6!1s0x6018e595bd7cbce7:0xaf74e8fbe93dc1cb!8m2!3d35.7226128!4d139.5145049!16s%2Fg%2F11h0m18fbj!19sChIJ57x8vZXlGGARy8E96fvodK8?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.4,280.0,〒187-0003 東京都小平市花小金井南町２丁目２−１６ ヴェルデ花小金井 B1,35.7226128,139.5145049,https://tacos-mercado.owst.jp/gallery
ChIJm341KpWLGGARfTpdP76u7vc,440BROADWAY Taco Shop | Tex Mex Burrito Taco Tokyo,https://www.google.com/maps/place/440BROADWAY+Taco+Shop+%7C+Tex+Mex+Burrito+Taco+Tokyo/data=!4m7!3m6!1s0x60188b952a357e9b:0xf7eeaebe3f5d3a7d!8m2!3d35.6470788!4d139.7162327!16s%2Fg%2F11fkqysc4k!19sChIJm341KpWLGGARfTpdP76u7vc?authuser=0&hl=ja&rclk=1,tetsukusumetsukusuLiao Li Dian (amerika),"tetsukusumetsukusuLiao Li Dian (amerika), burito resutoran, mekishikoLiao Li Dian , takosu resutoran",4.5,278.0,〒150-0013 東京都渋谷区恵比寿１丁目２５−３ レジデンサプリマベェラァ201,35.6470788,139.7162327,https://www.440broadway.com/menu-1
ChIJO7nXbEWLGGARnNlUXSCulNA,ゼスト キャンティーナ 代官山,https://www.google.com/maps/place/%E3%82%BC%E3%82%B9%E3%83%88+%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%86%E3%82%A3%E3%83%BC%E3%83%8A+%E4%BB%A3%E5%AE%98%E5%B1%B1/data=!4m7!3m6!1s0x60188b456cd7b93b:0xd094ae205d54d99c!8m2!3d35.649754!4d139.702592!16s%2Fg%2F1yh9vkvrp!19sChIJO7nXbEWLGGARnNlUXSCulNA?authuser=0&hl=ja&rclk=1,ba&guriru,"ba&guriru, mekishikoLiao Li Dian , tetsukusumetsukusuLiao Li Dian (amerika)",4.2,249.0,"〒150-0034 東京都渋谷区代官山町１６−２ 1F, B1F 代官山八幡ビル",35.649754,139.702592,https://zest-cantina.jp/daikanyama/
